id,titulo,anio,estado_juego,vinculo_preliminar,fuente,url,nota,estado_triage,ficha_id,origen,origen_ref,fecha_estado,motivo_decision,eje_sugerido,ejes_culturales_sugeridos,notas_triage
100-cats-argentina,100 Cats Argentina,,publicado,escenario,https://store.steampowered.com/app/2784520/,https://store.steampowered.com/app/2784520/,Candidato Steam app 2784520.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: argentina,escenario,,steam auto-descartado; terminos: argentina
100-orange-juice-extracurricular-pack,100% Orange Juice - Extracurricular Pack,,publicado,escenario,https://store.steampowered.com/app/3811450/,https://store.steampowered.com/app/3811450/,Candidato Steam app 3811450.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: tango,escenario,,steam auto-descartado; terminos: tango
152-el-colectivo,152: El Colectivo,,prototipo,escenario,https://itch.io/search?q=colectivo+buenos+aires,,Simuladores del bondi porteño.,descartado,,csv_legacy,,2026-08-03,; sin app_id Steam,escenario,cultura_urbana,; sin app_id Steam
2dark-official-soundtrack-and-artbook,2Dark Official Soundtrack and Artbook,,publicado,escenario,https://store.steampowered.com/app/579740/,https://store.steampowered.com/app/579740/,Candidato Steam app 579740.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: tango,escenario,,steam auto-descartado; terminos: tango
999-hidden-cats-argentina-together,999 Hidden Cats: Argentina Together,,publicado,escenario,https://store.steampowered.com/app/3809650/,https://store.steampowered.com/app/3809650/,Candidato Steam app 3809650.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: argentina,escenario,,steam auto-descartado; terminos: argentina
a-pirate-game-about-digging-for-treasure-and-getting-drunk-demo,A Pirate Game About Digging For Treasure And Getting Drunk Demo,,publicado,escenario,https://store.steampowered.com/app/3901500/,https://store.steampowered.com/app/3901500/,Candidato Steam app 3901500.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; título indica demo/dlc/pack/skin,escenario,,steam auto-descartado; título indica demo/dlc/pack/skin
across-the-desk-study-mate,Across the Desk : Study Mate,,publicado,escenario,https://store.steampowered.com/app/4443930/,https://store.steampowered.com/app/4443930/,Candidato Steam app 4443930.,descartado,,csv_legacy,,2026-08-03,juego base; solo ruido mate/tango/santa fe,escenario,,triage: juego base; solo ruido mate/tango/santa fe
age-of-resistance-demo,Age of Resistance Demo,,publicado,escenario,https://store.steampowered.com/app/4789470/,https://store.steampowered.com/app/4789470/,Candidato Steam app 4789470.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; título indica demo/dlc/pack/skin,escenario,,steam auto-descartado; título indica demo/dlc/pack/skin
aikomate,AikoMate,,publicado,escenario,https://store.steampowered.com/app/4426320/,https://store.steampowered.com/app/4426320/,Candidato Steam app 4426320.,descartado,,csv_legacy,,2026-08-03,juego base; solo ruido mate/tango/santa fe,escenario,,triage: juego base; solo ruido mate/tango/santa fe
american-truck-simulator-new-mexico,American Truck Simulator - New Mexico,,publicado,escenario,https://store.steampowered.com/app/684630/,https://store.steampowered.com/app/684630/,Candidato Steam app 684630.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
aprender-jugando-provincias-ar,Aprender Jugando — Provincias AR,,publicado,escenario,https://mobbyt.com/,,Minijuegos educativos varios.,descartado,,csv_legacy,,2026-08-03,; sin app_id Steam,escenario,educativo;geografia,; sin app_id Steam
aquarius-pinball,Aquarius Pinball,,publicado,escenario,https://store.steampowered.com/app/3798060/,https://store.steampowered.com/app/3798060/,Candidato Steam app 3798060.,descartado,,csv_legacy,,2026-08-03,tipo Steam: dlc,escenario,,triage: tipo Steam: dlc
arcana-demo,Arcana Demo,,publicado,escenario,https://store.steampowered.com/app/3547930/,https://store.steampowered.com/app/3547930/,Candidato Steam app 3547930.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: gaucho,escenario,,steam auto-descartado; terminos: gaucho
arcor-el-reino-de-los-chocolates,Arcor: El Reino de los Chocolates,2005,publicado,escenario,https://archive.org/search?query=arcor+juego+argentina,,Juego promocional de marca argentina.,descartado,,csv_legacy,,2026-08-03,tipo promocional; sin app_id Steam,escenario,cultura_urbana,tipo promocional; sin app_id Steam
argentina-pelea,Argentina Pelea,2015,publicado,protagonista,https://archive.org/search?query=argentina+pelea+flash,,Flash: pelea política Macri vs Cristina. Buscar en archive.org.,descartado,,csv_legacy,,2026-08-03,sensibilidad alta; verificar URL; sin app_id Steam,protagonista,politica;satira,sensibilidad alta; verificar URL; sin app_id Steam
ark-survival-evolved,ARK: Survival Evolved,,publicado,escenario,https://store.steampowered.com/app/346110/,https://store.steampowered.com/app/346110/,Candidato Steam app 346110.,descartado,,csv_legacy,,2026-08-03,juego base; solo ruido mate/tango/santa fe,escenario,,triage: juego base; solo ruido mate/tango/santa fe
assetto-corsa-red-pack,Assetto Corsa - Red Pack,,publicado,escenario,https://store.steampowered.com/app/493190/,https://store.steampowered.com/app/493190/,Candidato Steam app 493190.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: mate,escenario,,steam auto-descartado; terminos: mate
astlibra-revision,ASTLIBRA Revision,,publicado,escenario,https://store.steampowered.com/app/1718570/,https://store.steampowered.com/app/1718570/,Candidato Steam app 1718570.,descartado,,csv_legacy,,2026-08-03,juego base; solo ruido mate/tango/santa fe,escenario,,triage: juego base; solo ruido mate/tango/santa fe
automata-break,Automata Break,,publicado,escenario,https://store.steampowered.com/app/1322010/,https://store.steampowered.com/app/1322010/,Candidato Steam app 1322010.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Mendoza,escenario,,triage: juego base; jurisdicción: Mendoza
autonauts-vs-piratebots,Autonauts vs Piratebots,,publicado,escenario,https://store.steampowered.com/app/1907720/,https://store.steampowered.com/app/1907720/,Candidato Steam app 1907720.,descartado,,csv_legacy,,2026-08-03,juego base; solo ruido mate/tango/santa fe,escenario,,triage: juego base; solo ruido mate/tango/santa fe
back-to-hearth,Back to Hearth,,publicado,escenario,https://store.steampowered.com/app/2642760/,https://store.steampowered.com/app/2642760/,Candidato Steam app 2642760.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Misiones,escenario,,triage: juego base; jurisdicción: Misiones
backspace-backspace-backspace,Backspace Backspace Backspace,,publicado,escenario,https://store.steampowered.com/app/3058940/,https://store.steampowered.com/app/3058940/,Candidato Steam app 3058940.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Ciudad Autónoma de Buenos Aires,escenario,,triage: juego base; jurisdicción: Ciudad Autónoma de Buenos Aires
backspace-backspace-backspace-soundtrack,Backspace Backspace Backspace Soundtrack,,publicado,escenario,https://store.steampowered.com/app/3093450/,https://store.steampowered.com/app/3093450/,Candidato Steam app 3093450.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: tango,escenario,,steam auto-descartado; terminos: tango
badlands-crew-drive-command-conquer,"Badlands Crew - Drive, Command, Conquer",,publicado,escenario,https://store.steampowered.com/app/2078230/,https://store.steampowered.com/app/2078230/,Candidato Steam app 2078230.,descartado,,csv_legacy,,2026-08-03,juego base; solo ruido mate/tango/santa fe,escenario,,triage: juego base; solo ruido mate/tango/santa fe
balancity-original-soundtrack,BalanCity - Original Soundtrack,,publicado,escenario,https://store.steampowered.com/app/573850/,https://store.steampowered.com/app/573850/,Candidato Steam app 573850.,descartado,,csv_legacy,,2026-08-03,"steam auto-descartado; terminos: cordoba,tango",escenario,,"steam auto-descartado; terminos: cordoba,tango"
ballavita,Ballavita,,publicado,escenario,https://store.steampowered.com/app/1245660/,https://store.steampowered.com/app/1245660/,Candidato Steam app 1245660.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Ciudad Autónoma de Buenos Aires,escenario,,triage: juego base; jurisdicción: Ciudad Autónoma de Buenos Aires
banco-nacion-simulador-financiero,Banco Nación — Simulador Financiero,,publicado,escenario,https://archive.org/search?query=banco+nacion+juego,,Gamificación bancaria estatal.,descartado,,csv_legacy,,2026-08-03,promocional; sin app_id Steam,escenario,educativo,promocional; sin app_id Steam
bapbap,BAPBAP,,publicado,escenario,https://store.steampowered.com/app/2226280/,https://store.steampowered.com/app/2226280/,Candidato Steam app 2226280.,descartado,,csv_legacy,,2026-08-03,juego base; solo ruido mate/tango/santa fe,escenario,,triage: juego base; solo ruido mate/tango/santa fe
barredor-de-la-city,Barredor de la City,2012,publicado,escenario,https://archive.org/search?query=barredor+city+flash,,Flash sobre barredores de CABA.,descartado,,csv_legacy,,2026-08-03,archive.org; sin app_id Steam,escenario,cultura_urbana,archive.org; sin app_id Steam
battlebox-pre-launch-music-application,BATTLEBOX - Pre-Launch Music Application,,publicado,escenario,https://store.steampowered.com/app/1459370/,https://store.steampowered.com/app/1459370/,Candidato Steam app 1459370.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Ciudad Autónoma de Buenos Aires,escenario,,triage: juego base; jurisdicción: Ciudad Autónoma de Buenos Aires
battlefieldtm-hardline,Battlefield™ Hardline,,publicado,escenario,https://store.steampowered.com/app/1238880/,https://store.steampowered.com/app/1238880/,Candidato Steam app 1238880.,descartado,,csv_legacy,,2026-08-03,triage: juego base; jurisdicción: Mendoza,escenario,,triage: juego base; jurisdicción: Mendoza
battlefieldtm-hardline-edicion-ultimate,Battlefield™ Hardline Edición Ultimate,,,,,,,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Mendoza,,,
battleships-and-carriers-pacific-war,Battleships and Carriers - Pacific War,,publicado,escenario,https://store.steampowered.com/app/1166000/,https://store.steampowered.com/app/1166000/,Candidato Steam app 1166000.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Santa Cruz,escenario,,triage: juego base; jurisdicción: Santa Cruz
big-adventure-trip-to-europe-3-collector-s-edition,Big Adventure: Trip to Europe 3 - Collector's Edition,,publicado,escenario,https://store.steampowered.com/app/2159060/,https://store.steampowered.com/app/2159060/,Candidato Steam app 2159060.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: La Rioja,escenario,,triage: juego base; jurisdicción: La Rioja
binary-domain,Binary Domain,,publicado,escenario,https://store.steampowered.com/app/203750/,https://store.steampowered.com/app/203750/,Candidato Steam app 203750.,descartado,,csv_legacy,,2026-08-03,juego base; solo ruido mate/tango/santa fe,escenario,,triage: juego base; solo ruido mate/tango/santa fe
blood-bowl-3,Blood Bowl 3,,publicado,escenario,https://store.steampowered.com/app/1016950/,https://store.steampowered.com/app/1016950/,Candidato Steam app 1016950.,descartado,,csv_legacy,,2026-08-03,juego base; solo ruido mate/tango/santa fe,escenario,,triage: juego base; solo ruido mate/tango/santa fe
bloodrayne-argentina-descartado,BloodRayne Argentina,,publicado,escenario,investigacion_web,multi,Nazi base en Patagonia,descartado,,csv_legacy,,2026-08-03,; sin app_id Steam,escenario,,; sin app_id Steam
blue-wednesday,Blue Wednesday,,publicado,escenario,https://store.steampowered.com/app/2129160/,https://store.steampowered.com/app/2129160/,Candidato Steam app 2129160.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Ciudad Autónoma de Buenos Aires,escenario,,triage: juego base; jurisdicción: Ciudad Autónoma de Buenos Aires
blue-wednesday-prologue,Blue Wednesday: Prologue,,publicado,escenario,https://store.steampowered.com/app/2285210/,https://store.steampowered.com/app/2285210/,Candidato Steam app 2285210.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Ciudad Autónoma de Buenos Aires,escenario,,triage: juego base; jurisdicción: Ciudad Autónoma de Buenos Aires
blueplanet-vr-v2,Blueplanet VR v2,,publicado,escenario,https://store.steampowered.com/app/1264180/,https://store.steampowered.com/app/1264180/,Candidato Steam app 1264180.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Chaco,escenario,,triage: juego base; jurisdicción: Chaco
brazil-pack,Brazil Pack,,publicado,escenario,https://store.steampowered.com/app/351553/,https://store.steampowered.com/app/351553/,Candidato Steam app 351553.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: gaucho,escenario,,steam auto-descartado; terminos: gaucho
brotato,Brotato,,publicado,escenario,https://store.steampowered.com/app/1942280/,https://store.steampowered.com/app/1942280/,Candidato Steam app 1942280.,descartado,,csv_legacy,,2026-08-03,juego base; solo ruido mate/tango/santa fe,escenario,,triage: juego base; solo ruido mate/tango/santa fe
bside-desktop-mate,Bside: Desktop Mate,,publicado,escenario,https://store.steampowered.com/app/3649950/,https://store.steampowered.com/app/3649950/,Candidato Steam app 3649950.,descartado,,csv_legacy,,2026-08-03,juego base; solo ruido mate/tango/santa fe,escenario,,triage: juego base; solo ruido mate/tango/santa fe
buena-pizza-gran-pizza,"Buena pizza, gran pizza",,,,,,,descartado,,csv_legacy,,2026-08-03,juego base; solo ruido mate/tango/santa fe,,,
bugtopia,Bugtopia,,publicado,escenario,https://store.steampowered.com/app/2988300/,https://store.steampowered.com/app/2988300/,Candidato Steam app 2988300.,descartado,,csv_legacy,,2026-08-03,juego base; solo ruido mate/tango/santa fe,escenario,,triage: juego base; solo ruido mate/tango/santa fe
bus-simulator-18-country-skin-decal-pack,Bus Simulator 18 - Country Skin & Decal Pack,,publicado,escenario,https://store.steampowered.com/app/886910/,https://store.steampowered.com/app/886910/,Candidato Steam app 886910.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: argentina,escenario,,steam auto-descartado; terminos: argentina
calculator-desktop-mate-widgets,Calculator - Desktop Mate Widgets,,publicado,escenario,https://store.steampowered.com/app/4791250/,https://store.steampowered.com/app/4791250/,Candidato Steam app 4791250.,descartado,,csv_legacy,,2026-08-03,triage: juego base; solo ruido mate/tango/santa fe,escenario,,triage: juego base; solo ruido mate/tango/santa fe
california-games-ii,California Games II,,publicado,escenario,https://store.steampowered.com/app/1418350/,https://store.steampowered.com/app/1418350/,Candidato Steam app 1418350.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Santa Cruz,escenario,,triage: juego base; jurisdicción: Santa Cruz
call-of-duty-leaguetm-paris-gentle-mates-team-pack-2026,Call of Duty League™ - Paris Gentle Mates Team Pack 2026,,publicado,escenario,https://store.steampowered.com/app/4085080/,https://store.steampowered.com/app/4085080/,Candidato Steam app 4085080.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: mate,escenario,,steam auto-descartado; terminos: mate
call-of-duty-ghosts-flags-of-the-world-pack,Call of Duty®: Ghosts -  Flags of the World Pack,,publicado,escenario,https://store.steampowered.com/app/301110/,https://store.steampowered.com/app/301110/,Candidato Steam app 301110.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: argentina,escenario,,steam auto-descartado; terminos: argentina
call-of-duty-ghosts-digital-hardened-edition,Call of Duty®: Ghosts - Digital Hardened Edition,,publicado,escenario,https://store.steampowered.com/app/255163/,https://store.steampowered.com/app/255163/,Candidato Steam app 255163.,descartado,,csv_legacy,,2026-08-03,juego base; solo ruido mate/tango/santa fe,escenario,,triage: juego base; solo ruido mate/tango/santa fe
campana-presidencial-2011,Campaña Presidencial 2011,2011,publicado,protagonista,https://archive.org/search?query=campana+presidencial+2011+juego,,Juegos Flash de elecciones 2011.,descartado,,csv_legacy,,2026-08-03,; sin app_id Steam,protagonista,politica;satira,; sin app_id Steam
car-mechanic-simulator-2018-chrysler-dlc,Car Mechanic Simulator 2018 - Chrysler DLC,,publicado,escenario,https://store.steampowered.com/app/1265620/,https://store.steampowered.com/app/1265620/,Candidato Steam app 1265620.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: cordoba,escenario,,steam auto-descartado; terminos: cordoba
car-mechanic-simulator-2021-dodge-plymouth-chrysler-remastered-dlc,Car Mechanic Simulator 2021 - Dodge | Plymouth | Chrysler Remastered DLC,,publicado,escenario,https://store.steampowered.com/app/2464230/,https://store.steampowered.com/app/2464230/,Candidato Steam app 2464230.,descartado,,csv_legacy,,2026-08-03,steam auto-descartado; terminos: cordoba,escenario,,steam auto-descartado; terminos: cordoba
carambola,CARAMBOLA,,publicado,escenario,https://store.steampowered.com/app/2956690/,https://store.steampowered.com/app/2956690/,Candidato Steam app 2956690.,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Mendoza,escenario,,triage: juego base; jurisdicción: Mendoza
carrier-battles-4-guadalcanal-guerra-naval-en-el-pacifico,Carrier Battles 4 Guadalcanal - Guerra Naval en el Pacifico,,,,,,,descartado,,csv_legacy,,2026-08-03,juego base; jurisdicción: Santa Cruz,,,
carrier-battles-4-guadalcanal-pacific-war-naval-warfare,Carrier Battles 4 Guadalcanal - Pacific War Naval Warfare,,publicado,escenario,https://store.steampowered.com/app/1163340/,https://store.steampowered.com/app/1163340/,Candidato Steam app 1163340.,descartado,,csv_legacy,,2026-08-03,triage: juego base; jurisdicción: Santa Cruz,escenario,,triage: juego base; jurisdicción: Santa Cruz
